Option,Element,Value,Centroid.1,Lower.1,Upper.1,Property.1,OptionNumber
Do nothing,Small Mammals,Spiritual-philosophical Fulfilment,-21.83,-72.13,10.17,Species Richness,1
Maintain Current,Small Mammals,Adequate Resources,-4.65,-29.83,24.61,Species Richness,2
Maintain Current,Small Mammals,Aesthetically Pleasing Environment,-9.57,-46.78,27.65,Species Richness,2
Maintain Current,Small Mammals,Benign Physical Environment,-3.13,-37.43,36.57,Species Richness,2
Maintain Current,Small Mammals,Cultural Heritage Fulfilment,-9.57,-46.78,27.65,Species Richness,2
Maintain Current,Small Mammals,Meaningful Occupation,-4.65,-29.83,24.61,Species Richness,2
Maintain Current,Small Mammals,Protection from other Organisms,-4.65,-29.83,24.61,Species Richness,2
Maintain Current,Small Mammals,Recreational Enjoyment,-9.57,-46.78,27.65,Species Richness,2
Maintain Current,Small Mammals,Social Fulfilment,-2.17,-17.48,30.52,Species Richness,2
Maintain Current,Small Mammals,Spiritual-philosophical Fulfilment,-11.65,-62.74,18.7,Species Richness,2
Maintain Current/Hyp,Small Mammals,Adequate Resources,0,-19.96,24.61,Species Richness,3
Maintain Current/Hyp,Small Mammals,Aesthetically Pleasing Environment,0,-33.57,27.65,Species Richness,3
Maintain Current/Hyp,Small Mammals,Benign Physical Environment,0,-35.52,36.57,Species Richness,3
Maintain Current/Hyp,Small Mammals,Cultural Heritage Fulfilment,0,-33.57,27.65,Species Richness,3
Maintain Current/Hyp,Small Mammals,Meaningful Occupation,0,-19.96,24.61,Species Richness,3
Maintain Current/Hyp,Small Mammals,Protection from other Organisms,0,-19.96,24.61,Species Richness,3
Maintain Current/Hyp,Small Mammals,Recreational Enjoyment,0,-33.57,27.65,Species Richness,3
Maintain Current/Hyp,Small Mammals,Social Fulfilment,0,-17.48,30.52,Species Richness,3
Maintain Current/Hyp,Small Mammals,Spiritual-philosophical Fulfilment,0,-37.09,18.7,Species Richness,3
Maintain Current/Hyp/Rei,Small Mammals,Adequate Resources,2.61,-18.39,24.61,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Aesthetically Pleasing Environment,3.65,-28.35,27.65,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Benign Physical Environment,1.57,-33.43,36.57,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Cultural Heritage Fulfilment,3.65,-28.35,27.65,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Meaningful Occupation,2.61,-18.39,24.61,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Protection from other Organisms,2.61,-18.39,24.61,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Recreational Enjoyment,3.65,-28.35,27.65,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Social Fulfilment,0.52,-17.48,30.52,Species Richness,4
Maintain Current/Hyp/Rei,Small Mammals,Spiritual-philosophical Fulfilment,4.7,-30.3,18.7,Species Richness,4
Maintain Current/Hyp/Rei/SW,Small Mammals,Adequate Resources,2.61,-18.39,24.61,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Aesthetically Pleasing Environment,3.65,-28.35,27.65,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Benign Physical Environment,1.57,-33.43,36.57,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Cultural Heritage Fulfilment,3.65,-28.35,27.65,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Meaningful Occupation,2.61,-18.39,24.61,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Protection from other Organisms,2.61,-18.39,24.61,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Recreational Enjoyment,3.65,-28.35,27.65,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Social Fulfilment,0.52,-17.48,30.52,Species Richness,5
Maintain Current/Hyp/Rei/SW,Small Mammals,Spiritual-philosophical Fulfilment,4.7,-30.3,18.7,Species Richness,5
Maintain Current/Hyp/SW,Small Mammals,Adequate Resources,0,-19.96,24.61,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Aesthetically Pleasing Environment,0,-33.57,27.65,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Benign Physical Environment,0,-35.52,36.57,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Cultural Heritage Fulfilment,0,-33.57,27.65,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Meaningful Occupation,0,-19.96,24.61,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Protection from other Organisms,0,-19.96,24.61,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Recreational Enjoyment,0,-33.57,27.65,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Social Fulfilment,0,-17.48,30.52,Species Richness,6
Maintain Current/Hyp/SW,Small Mammals,Spiritual-philosophical Fulfilment,0,-37.09,18.7,Species Richness,6
Maintain Current/Rei,Small Mammals,Adequate Resources,2.61,-18.39,24.61,Species richness,7
Maintain Current/Rei,Small Mammals,Aesthetically Pleasing Environment,3.65,-28.35,27.65,Species richness,7
Maintain Current/Rei,Small Mammals,Benign Physical Environment,1.57,-33.43,36.57,Species richness,7
Maintain Current/Rei,Small Mammals,Cultural Heritage Fulfilment,3.65,-28.35,27.65,Species richness,7
Maintain Current/Rei,Small Mammals,Meaningful Occupation,2.61,-18.39,24.61,Species richness,7
Maintain Current/Rei,Small Mammals,Protection from other Organisms,2.61,-18.39,24.61,Species richness,7
Maintain Current/Rei,Small Mammals,Recreational Enjoyment,3.65,-28.35,27.65,Species richness,7
Maintain Current/Rei,Small Mammals,Social Fulfilment,0.52,-17.48,30.52,Species richness,7
Maintain Current/Rei,Small Mammals,Spiritual-philosophical Fulfilment,4.7,-30.3,18.7,Species richness,7
Maintain Current/Rei/SW,Small Mammals,Adequate Resources,2.61,-18.39,24.61,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Aesthetically Pleasing Environment,3.65,-28.35,27.65,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Benign Physical Environment,1.57,-33.43,36.57,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Cultural Heritage Fulfilment,3.65,-28.35,27.65,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Meaningful Occupation,2.61,-18.39,24.61,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Protection from other Organisms,2.61,-18.39,24.61,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Recreational Enjoyment,3.65,-28.35,27.65,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Social Fulfilment,0.52,-17.48,30.52,Species richness,8
Maintain Current/Rei/SW,Small Mammals,Spiritual-philosophical Fulfilment,4.7,-30.3,18.7,Species richness,8
Maintain Current/SW,Small Mammals,Adequate Resources,-4.65,-29.83,24.61,Species richness,9
Maintain Current/SW,Small Mammals,Aesthetically Pleasing Environment,-9.57,-46.78,27.65,Species richness,9
Maintain Current/SW,Small Mammals,Benign Physical Environment,-3.13,-37.43,36.57,Species richness,9
Maintain Current/SW,Small Mammals,Cultural Heritage Fulfilment,-9.57,-46.78,27.65,Species richness,9
Maintain Current/SW,Small Mammals,Meaningful Occupation,-4.65,-29.83,24.61,Species richness,9
Maintain Current/SW,Small Mammals,Protection from other Organisms,-4.65,-29.83,24.61,Species richness,9
Maintain Current/SW,Small Mammals,Recreational Enjoyment,-9.57,-46.78,27.65,Species richness,9
Maintain Current/SW,Small Mammals,Social Fulfilment,-2.17,-17.48,30.52,Species richness,9
Maintain Current/SW,Small Mammals,Spiritual-philosophical Fulfilment,-11.65,-62.74,18.7,Species richness,9
Do nothing,Terrestrial Birds,Adequate Resources,-2.52,-26.56,20.86,Species Richness,1
Do nothing,Terrestrial Birds,Aesthetically Pleasing Environment,-6.33,-42.73,24.54,Species Richness,1
Do nothing,Terrestrial Birds,Benign Physical Environment,-1.82,-36.27,33.18,Species Richness,1
Do nothing,Terrestrial Birds,Cultural Heritage Fulfilment,-6.33,-42.73,24.54,Species Richness,1
Do nothing,Terrestrial Birds,Meaningful Occupation,-2.52,-26.56,20.86,Species Richness,1
Do nothing,Terrestrial Birds,Protection from other Organisms,-2.52,-26.56,20.86,Species Richness,1
Do nothing,Terrestrial Birds,Recreational Enjoyment,-6.33,-42.73,24.54,Species Richness,1
Do nothing,Terrestrial Birds,Social Fulfilment,-2.52,-26.56,20.86,Species Richness,1
Do nothing,Terrestrial Birds,Spiritual-philosophical Fulfilment,-6.33,-42.73,24.54,Species Richness,1
Maintain Current,Terrestrial Birds,Adequate Resources,-1,-21.19,22.76,Species Richness,2
Maintain Current,Terrestrial Birds,Aesthetically Pleasing Environment,-2.15,-37.37,26.58,Species Richness,2
Maintain Current,Terrestrial Birds,Benign Physical Environment,-0.68,-36.27,34.7,Species Richness,2
Maintain Current,Terrestrial Birds,Cultural Heritage Fulfilment,-2.15,-37.37,26.58,Species Richness,2
Maintain Current,Terrestrial Birds,Meaningful Occupation,-1,-21.19,22.76,Species Richness,2
Maintain Current,Terrestrial Birds,Protection from other Organisms,-1,-21.19,22.76,Species Richness,2
Maintain Current,Terrestrial Birds,Recreational Enjoyment,-2.15,-37.37,26.58,Species Richness,2
Maintain Current,Terrestrial Birds,Social Fulfilment,-1,-21.19,22.76,Species Richness,2
Maintain Current,Terrestrial Birds,Spiritual-philosophical Fulfilment,-2.15,-37.37,26.58,Species Richness,2
Maintain Current/Hyp,Terrestrial Birds,Adequate Resources,4.56,-17.13,26.56,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Aesthetically Pleasing Environment,6.38,-27.9,30.38,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Benign Physical Environment,2.73,-33.18,37.73,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Cultural Heritage Fulfilment,6.38,-27.9,30.38,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Meaningful Occupation,4.56,-17.13,26.56,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Protection from other Organisms,4.56,-17.13,26.56,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Recreational Enjoyment,6.38,-27.9,30.38,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Social Fulfilment,4.56,-17.13,26.56,Species Richness,3
Maintain Current/Hyp,Terrestrial Birds,Spiritual-philosophical Fulfilment,6.38,-27.9,30.38,Species Richness,3
Maintain Current/Hyp/Rei,Terrestrial Birds,Adequate Resources,4.56,-17.13,26.56,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Aesthetically Pleasing Environment,6.38,-27.9,30.38,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Benign Physical Environment,2.73,-33.18,37.73,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Cultural Heritage Fulfilment,6.38,-27.9,30.38,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Meaningful Occupation,4.56,-17.13,26.56,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Protection from other Organisms,4.56,-17.13,26.56,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Recreational Enjoyment,6.38,-27.9,30.38,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Social Fulfilment,4.56,-17.13,26.56,Species Richness,4
Maintain Current/Hyp/Rei,Terrestrial Birds,Spiritual-philosophical Fulfilment,6.38,-27.9,30.38,Species Richness,4
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Adequate Resources,4.56,-17.13,26.56,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Aesthetically Pleasing Environment,6.38,-27.9,30.38,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Benign Physical Environment,2.73,-33.18,37.73,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Cultural Heritage Fulfilment,6.38,-27.9,30.38,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Meaningful Occupation,4.56,-17.13,26.56,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Protection from other Organisms,4.56,-17.13,26.56,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Recreational Enjoyment,6.38,-27.9,30.38,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Social Fulfilment,4.56,-17.13,26.56,Species Richness,5
Maintain Current/Hyp/Rei/SW,Terrestrial Birds,Spiritual-philosophical Fulfilment,6.38,-27.9,30.38,Species Richness,5
Maintain Current/Hyp/SW,Terrestrial Birds,Adequate Resources,4.56,-17.13,26.56,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Aesthetically Pleasing Environment,6.38,-27.9,30.38,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Benign Physical Environment,2.73,-33.18,37.73,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Cultural Heritage Fulfilment,6.38,-27.9,30.38,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Meaningful Occupation,4.56,-17.13,26.56,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Protection from other Organisms,4.56,-17.13,26.56,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Recreational Enjoyment,6.38,-27.9,30.38,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Social Fulfilment,4.56,-17.13,26.56,Species Richness,6
Maintain Current/Hyp/SW,Terrestrial Birds,Spiritual-philosophical Fulfilment,6.38,-27.9,30.38,Species Richness,6
Maintain Current/Rei,Terrestrial Birds,Adequate Resources,-1,-21.19,22.76,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Aesthetically Pleasing Environment,-2.15,-37.37,26.58,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Benign Physical Environment,-0.68,-36.27,34.7,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Cultural Heritage Fulfilment,-2.15,-37.37,26.58,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Meaningful Occupation,-1,-21.19,22.76,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Protection from other Organisms,-1,-21.19,22.76,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Recreational Enjoyment,-2.15,-37.37,26.58,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Social Fulfilment,-1,-21.19,22.76,Species Richness,7
Maintain Current/Rei,Terrestrial Birds,Spiritual-philosophical Fulfilment,-2.15,-37.37,26.58,Species Richness,7
Maintain Current/Rei/SW,Terrestrial Birds,Adequate Resources,-1,-21.19,22.76,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Aesthetically Pleasing Environment,-2.15,-37.37,26.58,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Benign Physical Environment,-0.68,-36.27,34.7,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Cultural Heritage Fulfilment,-2.15,-37.37,26.58,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Meaningful Occupation,-1,-21.19,22.76,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Protection from other Organisms,-1,-21.19,22.76,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Recreational Enjoyment,-2.15,-37.37,26.58,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Social Fulfilment,-1,-21.19,22.76,Species Richness,8
Maintain Current/Rei/SW,Terrestrial Birds,Spiritual-philosophical Fulfilment,-2.15,-37.37,26.58,Species Richness,8
Maintain Current/SW,Terrestrial Birds,Adequate Resources,-1,-21.19,22.76,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Aesthetically Pleasing Environment,-2.15,-37.37,26.58,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Benign Physical Environment,-0.68,-36.27,34.7,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Cultural Heritage Fulfilment,-2.15,-37.37,26.58,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Meaningful Occupation,-1,-21.19,22.76,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Protection from other Organisms,-1,-21.19,22.76,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Recreational Enjoyment,-2.15,-37.37,26.58,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Social Fulfilment,-1,-21.19,22.76,Species Richness,9
Maintain Current/SW,Terrestrial Birds,Spiritual-philosophical Fulfilment,-2.15,-37.37,26.58,Species Richness,9
Do nothing,Water Birds,Adequate Resources,-1.66,-37.09,28.41,Species Richness,1
Do nothing,Water Birds,Aesthetically Pleasing Environment,-1.66,-37.09,28.41,Species Richness,1
Do nothing,Water Birds,Benign Physical Environment,-0.45,-15.92,30.3,Species Richness,1
Do nothing,Water Birds,Cultural Heritage Fulfilment,-1.66,-37.09,28.41,Species Richness,1
Do nothing,Water Birds,Meaningful Occupation,-0.45,-15.92,30.3,Species Richness,1
Do nothing,Water Birds,Protection from other Organisms,-0.45,-15.92,30.3,Species Richness,1
Do nothing,Water Birds,Recreational Enjoyment,-1.66,-37.09,28.41,Species Richness,1
Do nothing,Water Birds,Social Fulfilment,-0.61,-23.62,22.14,Species Richness,1
Do nothing,Water Birds,Spiritual-philosophical Fulfilment,-1.66,-37.09,28.41,Species Richness,1
Maintain Current,Water Birds,Adequate Resources,-0.55,-34.1,28.71,Species Richness,2
Maintain Current,Water Birds,Aesthetically Pleasing Environment,-0.55,-34.1,28.71,Species Richness,2
Maintain Current,Water Birds,Benign Physical Environment,-0.15,-15.92,30.45,Species Richness,2
Maintain Current,Water Birds,Cultural Heritage Fulfilment,-0.55,-34.1,28.71,Species Richness,2
Maintain Current,Water Birds,Meaningful Occupation,-0.15,-15.92,30.45,Species Richness,2
Maintain Current,Water Birds,Protection from other Organisms,-0.15,-15.92,30.45,Species Richness,2
Maintain Current,Water Birds,Recreational Enjoyment,-0.55,-34.1,28.71,Species Richness,2
Maintain Current,Water Birds,Social Fulfilment,-0.2,-20.63,22.39,Species Richness,2
Maintain Current,Water Birds,Spiritual-philosophical Fulfilment,-0.55,-34.1,28.71,Species Richness,2
Maintain Current/Hyp,Water Birds,Adequate Resources,10.97,-31.08,34.97,Species Richness,3
Maintain Current/Hyp,Water Birds,Aesthetically Pleasing Environment,10.97,-31.08,34.97,Species Richness,3
Maintain Current/Hyp,Water Birds,Benign Physical Environment,2.08,-15.92,32.08,Species Richness,3
Maintain Current/Hyp,Water Birds,Cultural Heritage Fulfilment,10.97,-31.08,34.97,Species Richness,3
Maintain Current/Hyp,Water Birds,Meaningful Occupation,2.08,-15.92,32.08,Species Richness,3
Maintain Current/Hyp,Water Birds,Protection from other Organisms,2.08,-15.92,32.08,Species Richness,3
Maintain Current/Hyp,Water Birds,Recreational Enjoyment,10.97,-31.08,34.97,Species Richness,3
Maintain Current/Hyp,Water Birds,Social Fulfilment,6.45,-17.61,28.45,Species Richness,3
Maintain Current/Hyp,Water Birds,Spiritual-philosophical Fulfilment,10.97,-31.08,34.97,Species Richness,3
Maintain Current/Hyp/Rei,Water Birds,Adequate Resources,10.97,-31.08,34.97,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Aesthetically Pleasing Environment,10.97,-31.08,34.97,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Benign Physical Environment,2.08,-15.92,32.08,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Cultural Heritage Fulfilment,10.97,-31.08,34.97,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Meaningful Occupation,2.08,-15.92,32.08,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Protection from other Organisms,2.08,-15.92,32.08,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Recreational Enjoyment,10.97,-31.08,34.97,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Social Fulfilment,6.45,-17.61,28.45,Species Richness,4
Maintain Current/Hyp/Rei,Water Birds,Spiritual-philosophical Fulfilment,10.97,-31.08,34.97,Species Richness,4
Maintain Current/Hyp/Rei/SW,Water Birds,Adequate Resources,10.97,-31.08,34.97,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Aesthetically Pleasing Environment,10.97,-31.08,34.97,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Benign Physical Environment,2.08,-15.92,32.08,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Cultural Heritage Fulfilment,10.97,-31.08,34.97,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Meaningful Occupation,2.08,-15.92,32.08,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Protection from other Organisms,2.08,-15.92,32.08,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Recreational Enjoyment,10.97,-31.08,34.97,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Social Fulfilment,6.45,-17.61,28.45,Species Richness,5
Maintain Current/Hyp/Rei/SW,Water Birds,Spiritual-philosophical Fulfilment,10.97,-31.08,34.97,Species Richness,5
Maintain Current/Hyp/SW,Water Birds,Adequate Resources,10.97,-31.08,34.97,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Aesthetically Pleasing Environment,10.97,-31.08,34.97,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Benign Physical Environment,2.08,-15.92,32.08,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Cultural Heritage Fulfilment,10.97,-31.08,34.97,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Meaningful Occupation,2.08,-15.92,32.08,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Protection from other Organisms,2.08,-15.92,32.08,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Recreational Enjoyment,10.97,-31.08,34.97,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Social Fulfilment,6.45,-17.61,28.45,Species Richness,6
Maintain Current/Hyp/SW,Water Birds,Spiritual-philosophical Fulfilment,10.97,-31.08,34.97,Species Richness,6
Maintain Current/Rei,Water Birds,Adequate Resources,-0.55,-34.1,28.71,Species Richness,7
Maintain Current/Rei,Water Birds,Aesthetically Pleasing Environment,-0.55,-34.1,28.71,Species Richness,7
Maintain Current/Rei,Water Birds,Benign Physical Environment,-0.15,-15.92,30.45,Species Richness,7
Maintain Current/Rei,Water Birds,Cultural Heritage Fulfilment,-0.55,-34.1,28.71,Species Richness,7
Maintain Current/Rei,Water Birds,Meaningful Occupation,-0.15,-15.92,30.45,Species Richness,7
Maintain Current/Rei,Water Birds,Protection from other Organisms,-0.15,-15.92,30.45,Species Richness,7
Maintain Current/Rei,Water Birds,Recreational Enjoyment,-0.55,-34.1,28.71,Species Richness,7
Maintain Current/Rei,Water Birds,Social Fulfilment,-0.2,-20.63,22.39,Species Richness,7
Maintain Current/Rei,Water Birds,Spiritual-philosophical Fulfilment,-0.55,-34.1,28.71,Species Richness,7
Maintain Current/Rei/SW,Water Birds,Adequate Resources,-0.55,-34.1,28.71,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Aesthetically Pleasing Environment,-0.55,-34.1,28.71,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Benign Physical Environment,-0.15,-15.92,30.45,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Cultural Heritage Fulfilment,-0.55,-34.1,28.71,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Meaningful Occupation,-0.15,-15.92,30.45,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Protection from other Organisms,-0.15,-15.92,30.45,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Recreational Enjoyment,-0.55,-34.1,28.71,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Social Fulfilment,-0.2,-20.63,22.39,Species Richness,8
Maintain Current/Rei/SW,Water Birds,Spiritual-philosophical Fulfilment,-0.55,-34.1,28.71,Species Richness,8
Maintain Current/SW,Water Birds,Adequate Resources,-0.55,-34.1,28.71,Species Richness,9
Maintain Current/SW,Water Birds,Aesthetically Pleasing Environment,-0.55,-34.1,28.71,Species Richness,9
Maintain Current/SW,Water Birds,Benign Physical Environment,-0.15,-15.92,30.45,Species Richness,9
Maintain Current/SW,Water Birds,Cultural Heritage Fulfilment,-0.55,-34.1,28.71,Species Richness,9
Maintain Current/SW,Water Birds,Meaningful Occupation,-0.15,-15.92,30.45,Species Richness,9
Maintain Current/SW,Water Birds,Protection from other Organisms,-0.15,-15.92,30.45,Species Richness,9
Maintain Current/SW,Water Birds,Recreational Enjoyment,-0.55,-34.1,28.71,Species Richness,9
Maintain Current/SW,Water Birds,Social Fulfilment,-0.2,-20.63,22.39,Species Richness,9
Maintain Current/SW,Water Birds,Spiritual-philosophical Fulfilment,-0.55,-34.1,28.71,Species Richness,9
